codigo_acao,codigo_elemento_despesa,codigo_favorecido,codigo_funcao,codigo_grupo_despesa,codigo_orgao,codigo_orgao_superior,codigo_programa,codigo_subfuncao,codigo_unidade_gestora,data_pagamento,data_pagamento_original,gestao_pagamento,linguagem_cidada,nome_acao,nome_elemento_despesa,nome_favorecido,nome_funcao,nome_grupo_despesa,nome_orgao,nome_orgao_superior,nome_programa,nome_subfuncao,nome_unidade_gestora,numero_documento,valor,ano,mes
2866,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160422,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5259.00,2014,7
2866,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2108,183,160422,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",4366.00,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160462,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DA 12 BRIG.DE INFANT.LEVE (AEROMOVEL),"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",779.00,2014,7
2866,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2108,183,160462,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DA 12 BRIG.DE INFANT.LEVE (AEROMOVEL),"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",6714.80,2014,7
2866,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160466,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO 11 BRIGADA INFANTARIA LEVE (GLO),"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",4173.20,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160482,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO/1A BRIGADA DE INFANTARIA DE SELVA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",6000.00,2014,7
2866,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160482,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO/1A BRIGADA DE INFANTARIA DE SELVA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",28981.39,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160530,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DO COMANDO MILITAR DO OESTE,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",10499.64,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160537,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DA 16A BRIGADA DE INFANTARIA DE SELVA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",774.00,2014,7
2000,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52131,52000,2108,122,714000,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Administração de unidade,Administração da Unidade,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DA MARINHA,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Administração Geral,CENTRO DE INTELIGÊNCIA DA MARINHA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",13136.26,2014,7
2000,32,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52131,52000,2108,122,714000,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Administração de unidade,Administração da Unidade,Material de Distribuição Gratuita,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DA MARINHA,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Administração Geral,CENTRO DE INTELIGÊNCIA DA MARINHA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",2000.00,2014,7
2000,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52131,52000,2108,122,714000,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Administração de unidade,Administração da Unidade,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DA MARINHA,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Administração Geral,CENTRO DE INTELIGÊNCIA DA MARINHA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",59065.88,2014,7
20X7,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52131,52000,2058,153,714000,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Emprego Conjunto ou Combinado das Forças Armadas,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DA MARINHA,MINISTERIO DA DEFESA,Política Nacional de Defesa,Defesa Terrestre,CENTRO DE INTELIGÊNCIA DA MARINHA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",4050.00,2014,7
2866,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52131,52000,2108,183,714000,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DA MARINHA,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,CENTRO DE INTELIGÊNCIA DA MARINHA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",35000.00,2014,7
2000,47,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52131,52000,2108,122,714000,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Administração de unidade,Administração da Unidade,Obrigações Tributárias e Contributivas,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DA MARINHA,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Administração Geral,CENTRO DE INTELIGÊNCIA DA MARINHA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",57.91,2014,7
2000,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52131,52000,2108,122,714000,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Administração de unidade,Administração da Unidade,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DA MARINHA,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Administração Geral,CENTRO DE INTELIGÊNCIA DA MARINHA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",11021.51,2014,7
